id,x,y,width,height,text,type
0,196.5,18.0,74.5,31.0,MB-1,legend-label
1,196.5,48.0,74.5,31.0,MB-O,legend-label
2,151.5,78.0,119.5,31.0,PMF-UU,legend-label
3,64.5,97.5,44.5,29.5,1.0,y-axis-label
4,153.0,108.0,118.0,31.0,PM F-UA,legend-label
5,124.5,138.0,146.5,31.0,PMF-UOM,legend-label
6,7.5,249.0,31.0,89.5,RMSE,y-axis-title
7,64.5,202.5,44.5,29.5,0.8,y-axis-label
8,64.5,307.5,44.5,29.5,0.6,y-axis-label
9,64.5,411.0,44.5,31.0,0.4,y-axis-label
10,64.5,516.0,44.5,31.0,0.2,y-axis-label
11,205.5,598.5,61.0,31.0,D81,x-axis-label
12,316.5,598.5,61.0,31.0,D82,x-axis-label
13,427.5,598.5,61.0,31.0,D83,x-axis-label
14,538.5,598.5,61.0,31.0,D84,x-axis-label
15,649.5,598.5,61.0,31.0,D85,x-axis-label
16,760.5,598.5,61.0,31.0,D86,x-axis-label
